document_id,terms
f1b27c,president united cargo|united cargo|evo cold chain 2.0 system|lifeguard services|highest-priority same-day service
47a40e,brussels airlines|uld management|jettainer|uld fleet|new ulds
9aa97f,qatar airways cargo customers|qatar airways cargo|qatar cargo|dokasch opticooler containers|dokasch temperature solutions containers
09a70f,new uld tracking solution|coreinsight uld tracking solution|maskargo ulds|core tracking solution|real-time uld tracking information
6ebbde,lower aircraft fuel consumption|cargolux airlines|cargolux evp global logistics|cargolux|lower aircraft engine emissions
7154a1,iata ceiv pharma certification|iata ceiv pharma|first wfs station|wfs regional vice president|high pharma volumes
129856,globalink network|independent freight forwarder network|miami-based skyspace cargo|first air cargo trading platform|skyspace cargo
e06903,cargolux renew contract|chep aerospace solutions|chep president|iata wcs|chep
ffc4a5,zebraxx partnership deal|logistics services solutions provider zebraxx|partnership deal|kuehne|nagel
0822e0,cargo iq certification|cargo iq member|cargo iq routemap|cargo iq master|way emirates skycargo
577e9c,delta cargo|delta|electronic airfreight booking portal|descartes systems|group logistics solutions provider
3b9151,cca event next month|cca event|cca researcher philippe schuler|perishables event|cool chain association
4cc631,virgin atlantic cargo|cargo iq certificate|cargo iq metrics|cargo iq values|cargo iq
334f08,ups flight forward drone airline|new drone delivery service|several new drone projects|express firm ups|drone delivery services
a17cf7,new online booking tool|digital booking era|cargolux airlines international|superior digital sales experience|digital tool
63d6a9,active 3pl kerry logistics|kerry logistics|kerry esg|kerry esf|global e-commerce fulfillment capabilities
ff2ba3,pharma logistics contract|kuehne|nagel|warehouse activities|logistics space
feb903,ups satellite healthcare facilities|ups west europe president|new healthcare distribution centre|ups|global healthcare distribution network
43b466,second logistics tech accelerator|logistics tech accelerator website|logistics tech accelerator|spanish logistics firm kaleido|kaleido logistics
344baa,global logistics industry|intelligent logistics assets|logistics industry|artificial intelligence|predictive logistics operations
9aaf58,brussels airport company|mvd free airport|brussels airport|airports|brussels
966f1a,brussels airport company|brussels airport head|brussels airport|ultra modern logistics buildings|logistics buildings
08ac8c,logistics center|logistics centre|new ilogistics center|other logistics investments|cargo-partner
294b84,emea international supply chain|import supply chain|supply chain solution|dhl global forwarding|supply chain expertise
40a05e,changi air cargo community|changi airport group|changi airport|changi cargo digi-co workshop|singapore air cargo hub
898ee1,air cargo management processes|air cargo warehouse agents|air cargo carriers|air cargo management|entire air cargo supply chain
24a176,new lufthansa arm|lufthansa cargo head|custom solutions service|lufthansa cargo|conventional airport-to-airport air cargo services
36aec7,cutting-edge data-interchange format cargojson|new cargojson data-interchange format|luxembourg-based champ cargosystems|champ cargosystems|flexport
ed0837,global air cargo membership group|cargo iq membership|japanese carrier ana cargo|cargo iq|ana cargo
a94a41,bolloré logistics global sales director|bolloré logistics teams|bolloré logistics branch|bolloré logistics expertise|bolloré logistics
c94155,deutsche post dhl group|post dhl group|dhl parcel|dhl express|local parcel centers
1ea445,egyptair cargo hub|chairman egyptair cargo|70 egyptair cargo destinations|egyptair cargo|air cargo europe event
1db4f2,wca time critical agent|wca time critical|b&h worldwide chief executive officer|time critical network|b&h worldwide
a74019,biggest air cargo community system|new champ air cargo platform|cargo community system japan co.|japanese air cargo community|only cargo community system
5afbeb,evo cold chain system|evo cold chain 2.0 system|united cargo president|united cargo|evo cold chain
c5dda8,dhl global forwarding|deutsche post dhl group|dhl global|new foreign trade zone|new ftz
14f3d9,wisskirchen handling services|web-based airfreight handling system|wisskirchen|process optimisation systems|cologne cargo facility
a9c13b,global peli biothermal clients|berlin service centres|peli biothermal|service centres|peli
9f1314,peli biothermal|frankfurt airport|network stations|newest station|best logistics location
5f1979,dubai-based ground handler dnata|hyper-secure blockchain technology|blockchain technology|united arab emirates cargo operations|blockchain test
37170e,open pharma logistics hub|pharma logistics hub|more pharma logistics news|pharma logistics|k+n south
c70012,new product portfolio|latam cargo|new flex product|different cargo types|product portfolio
e3b25a,sfoc audit certification program|sfoc audit certification|cargo programme sfoc|smart facility operational capacity|standardized global audit program
b3b7a9,silverquilt thermal cover|tp3 global|thermal cover supplier|multi-layered cover|silverquilt
181deb,gdp audit|geneva-based independent gdp auditor sgs|hactl|annual surveillance audit|gdp management team
a7e3f7,global pharma trade lanes|global pharmaceutical trade lanes|iata ceiv pharma checklist|global air cargo stakeholders|pharma
b75f7a,asia pacific innovation centre|main innovation centre|asia pacific markets|post dhl|innovative solutions
53eaaa,joint ceiv pharma certification|ceiv pharma certification|yusen logistics|more pharma logistics news|kansai international airport
29f36d,singapore airlines|temperature-controlled pharma containers|shipment container provider skycell|temperature-controlled pharmaceutical cargo|thrucool quality corridor network
7c7bb5,peli biothermal software update|peli biothermal|crēdo proenvision tracking software|new software versions|temperature-controlled shipments
82e75d,el al cargo routings|el al cargo|cargo.one digital booking platform|el al israel airlines|el al
3d2486,lightweight container fleet|new composite container fleet|virgin atlantic|lightweight containers|composite containers
479851,mitchell cotts|jomo kenyatta international airport|galaxy cargo management system|kale logistics|air cargo operations
b69e1f,dhl shanghai|dhl global|new shanghai air freight centre|deutsche post dhl|dhl facility
f45e57,csafe rkn active temperature|csafe global vice president|csafe global|container lease agreement|china airlines
349511,latam cargo|latam|unilode aviation solutions|digital tracking|entire uld fleet
a93d63,first tir intermodal shipment|first intermodal tir transport|first intermodal tir operation|further tir transports|global tir network
094787,tigers|asendia expansion|asendia oceania|swiss-based asendia|b2c cross-border e-commerce services
f9892c,new us customs brokerage system|us ace customs system|customs originally-mandated ace implementation date|us customs|ceva logistics
22ac39,voice-enabled air cargo system|amazon alexa|traxon air cargo shipment|champ cargosystems|open cargo trace
a50490,cologne bonn cargo center|cologne bonn airport|general air cargo activities|general air cargo|air cargo handling
31221b,nallian arms freight forwarders|freight management app|freight forwarders|delivery app|slot booking app
f43a69,current pelican biothermal customers|saas asset management software|crēdo proenvision software|pelican biothermal|new software versions
51505d,technology test bed logistics centre|panalpina chief executive stefan karlen|switzerland-headquartered panalpina|panalpina plans|panalpina
486160,swiss worldcargo open gdp facility|first gdp compliant airline facility|first gdp compliant pharma facility|swiss worldcargo|gdp certification
a0b8c6,panalpina|bogotá location|bogotá branch|gdp cert|bogotá region
e2259a,emirates skycargo cool dolly|emirates pharma air transportation solution|emirates skycargo team|emirates skycargo|temperature sensitive pharma cargo
37d394,wfs pharma centre|cargo handler wfs|open new pharma centre|new pharma centre|wfs pharma facilities
126109,etihad cargo|cool chain association|other air cargo industry stakeholders|etihad aviation group|perishables cool chain
8ee2f3,cargo.one air cargo booking platform|cargo.one digital booking platform|online booking platform cargo.one|ana cargo capacity|cargo.one platform
cbd6ee,swiss worldcargo|swiss international air lines|ceiv pharma certification|swiss authorities|ceiv certification
3bb6c9,amsterdam airport schiphol head|schiphol cargo pharma|busiest cargo airports|azura productions video|cargo
509490,etihad cargo vice president|dokasch temperature solutions|etihad cargo|temperature-sensitive air cargo shipments|dokasch temperature
624b64,ceiv pharma certification|iata ceiv pharma|mab kargo|ceiv pharma|global certification programme
e7722a,new uk facility|db schenker limited|schenker uk|db schenker logistics|db schenker
b50399,"new cargo centre contract|new berlin brandenburg airport|32,000 square metre centre|airfreight centre|airport city area north"
d92e49,iata ceiv pharma|new pharma|pharma trade lanes|aero members|pharma
7003c1,lufthansa supply chain contract|transatlantic supply chain contract|supply chains|dhl global|dhl
80bd8e,cloud-based software solutions|siemens|airport operations|airport digitalisation|major international airports
20cf01,handler wfs|segro-managed heathrow cargo centre|wfs finance director|heathrow lease|wfs
dc3cb2,delta cargo|more pharma logistics news|other pharma solutions|pharma 4 programme|pharma 4 network
0b86bb,swiss worldcargo|cargologic renew partnership|cargologic|long-standing partnership|proven partnership
381656,logistics network wca|newly-formed wca e-commerce network|wca member companies|alibaba.com logistics platform|wca chairman david yokeum
621617,unitrans signs va-q-tec deal|thermal materials specialist va-q-tec|unitrans arm|unitrans|va-q-tec insulation
2a2942,partners air cargo india|air cargo india|ibs software services private limited|air cargo industry|commerce retail-what air cargo
afaabc,gdp compliance training program|second gdp compliance training course|freight forwarder network wca|new compliance training program|freight forwarder group
5405db,real time tracking|lufthansa cargo|real time|tracking service|lufthansa
060410,italy-based airport handler bcube air|bcube air|malpensa airport certification|italian logistics group bcube|malpensa ceiv
aee2af,yusen logistics indonesia|yusen logistics|yusen indonesia|healthcare logistics services|first logistics business
6b8801,yusen logistics|yusen|pharma foothold|pharmaceutical supply-chain business|opening pharma
044bbe,ceiv pharma certificate|iata ceiv pharma|swissport|pharma gateway amsterdam|pharma product
6e6313,gls hong kong|ezycargo cargo community platform|gls deal|gls|digital cargo data exchange
9e3128,etihad cargo|etihad airport services|iata ceiv pharma|etihad aviation group|ceiv pharma certification
ea0732,successful digitisation|more airfreight digitisation news|air cargo community frankfurt|recent air cargo conference|frankfurt cargo city süd
a248c5,cargo facts emea|cargo facts|demovation startups|interactive cargo data|inaugural demovation challenge
49de2b,cargo steven polmans|greater industry collaboration|polmans|tiaca board|brussels airport head
162b4f,singapore changi airport|changi airport group|pharmaceuticals air cargo hub|changi airport|pharmaceuticals air cargo handling
268751,additional aa cargo widebody|aa cargo sales|aa cargo|american airlines cargo|puerto rican pharmaceuticals
898270,enhanced digital container|digital containers|jettainer|new containers|next generation
42b6d9,swiss pharma|nagel break ground|pharma hub switzerland|swiss export economy|new k+n logistics facility
4558bf,cargo iq use|cargo iq metrics|cargo iq framework|cargo iq guidelines|cargo iq
fbc1c6,iag cargo chief executive|iag cargo|iag group|hangar 51 startup partnership programme|iag
c6d775,panalpina|product quality|gdp quality assurance standard|business units|70 business units
1a8582,south africa|years groupair|groupair|hae|sub-saharan africa region
9462bc,new pharma white cover solution|new white cover xtreme|white cover xtreme|complimentary white cover protection|new dupont material
66158d,air cargo handler swissport international|swissport cargo liège|second swissport cargo station|swissport cargo brussels|swissport cargo services
091402,logistics software firm wisetech global|wise tech global founder|wise tech global|wisetech global group|powerful global development capabilities
680754,dhl e commerce singapore|parcel international direct us|parcel international direct australia|parcel international direct u.s|dhl network
8cb710,shanghai pudong airport|shanghai airport authority|shanghai entry-exit inspection|shanghai customs|third largest air cargo hub
5ed02f,alitalia vice president cargo|alitalia customers|alitalia|va-q-tec chief executive officer|va-q-tec sign
6f34e6,korean air cargo operations|korean air cargo|air cargo business|korean air|cargo revenue accounting
8b123e,new online booking service|maskargo customers|online booking service|international cargo services|cargo services
ec8096,gdp certification|ground handler dnata|pharmaceutical cargo|facilities management practices|gdp/pharma manager cargo
cd55c3,brucloud app|ground handler facilities|airport cargo communities|air cargo supply chain|air cargo belgium
1e4950,new smart phone app|smart phones|uld management provider|jettainer|worldwide management
a2534c,swiss worldcargo|swiss international air lines|swiss airfreight|cargologic|ground handler worldwide flight services
c532a8,us-based mallory|mallory|alexander international logistics|cargo tracking|multimodal tracking
ecd244,new host-to-host solution|aeromexico|champ customer|new solutions|host-to-host solution
af1b33,singapore ground handler sats|transport minister josephine teo|cargo pallet handling|singapore|minister
306881,national postal provider pos malaysia|pos malaysia international hub|pos malaysia|tigers team|tigers e shop
79b79f,iag cargo uld repair deal|airbase gse management teams|iag cargo operations|iag cargo customers|iag cargo
907c0c,cargolux airlines|cargolux signs|cargolux|friendly beam solution|lower aircraft engine emissions
de4789,cargo airline cargo management solution|nippon cargo airlines|nca|icargo product|business solutions
447304,pharma packaging firm peli biothermal|new us network station|condition peli biothermal|peli biothermal|new network station
fab561,turkish cargo|new pharma corridor|temperature sensitive cargo transportation|global air cargo authorities|air cargo trade
6396c9,air cargo|international air transport association|cargo language barrier|electronic cargo manifest information|world customs organization
4e8e38,former alibaba business guru guo|ceva logistics|global contract logistics|contract logistics|last mile logistics
382565,cargo handler dnata|dnata uk ceo gary morgan|uk mhra certification|uk mhra|uk medicines
d9634b,american airlines cargo|next generation cargo management system|web-based cargo management system|more cargo airline|american airlines
02296b,conventional airport-to-airport air cargo services|lufthansa cargo|reliable transport solution|new e-commerce solution|best transport solutions
f3ac1c,deutsche lufthansa ag|lufthansa|fraport|ground handler|labor director michael müller
06a48f,dokasch temperature solutions|global sales director|andreas behne|dokasch temperature|dokasch success story
39f9f9,new airfreight logistics hub|airfreight logistics excellence|new airfreight facility|nagel singapore|other kuehne
79e014,time slot management system|lug ramps|lug customer service centre|ground handler lug aircargo|frankfurt slot management
b0d8af,ami agent customer darielle moynes|ami uk|ami|1 millionth cargo spot-rate quote|spot rate team
c879b0,"new logistics hub|new 13,000m2 facility|new facility|logistics hub|agility"
4ae108,siemens postal|new manufacturing facility|new manufacturing site|new manufacturing plant|airport logistics market
e221ca,nippon cargo airlines|cargo capacity|first asian airline|cargo.one platform|core cargo system
ecce44,lockheed martin hybrid airships|12 lockheed martin hybrid airships|hybrid air freighters|hybrid airships|hybrid enterprises
a584db,lufthansa cargo|lufthansa|new apis|two new apis|cargo
577576,celebi delhi cargo terminal management|celebi delhi cargo terminal|celebi delhi|largest air cargo operator|cargo management system
a5f179,imperial logistics international|imperial logistics|vulnerable road users|truck safety systems|other road users
3bd83f,sats exports|one-stop e-acceptance initiative|e-acceptance procedure|export airfreight|sats
a8e4cb,peli bio thermal|peli biothermal customers|new thermal cover option|services peli biothermal|thermal protection covers
12449a,lan cargo signs chep|lan cargo|latin american largest airfreight carrier|proprietary repair management software actis|cargo equipment
3998f3,peli biothermal|french production site|bulk thermal shipper product|coolpall vertos product lines|production capability
3ce530,servisair cargo|agent gmd handlair|cargo network|new flagship operation|servisair
50a356,chinese automotive logistics joint venture|chinese automotive logistics group sincero|automotive logistics|contract logistics footprint|contract logistics
e8b3d5,new swissport pharma center nairobi|new swissport pharma center|swissport pharma centers|first global air cargo handler|swissport kenya limited
21689f,swissport brussels pharma center|new swissport pharma center|swissport pharma center|pharma center|swissport international
363e35,air france klm martinair cargo|air france klm cargo|air france klm martinair|air france|blue credit loyalty programme scheme
6580ad,chep scoops sia cargo deal|chep aerospace solutions president|chep aerospace solutions|sia cargo|singapore airlines cargo
4eab82,"164,000-square-foot logistics hub|singapore pharma business|logistics hub|singapore economic development board|logistics learning center"
a50241,wca regional office|already-established regional wca facilities|wca|new membership centres|new service centers
76acf0,pangea group network manager|300 independent freight forwarders|freight forwarders|pangea partners|automatic quoting system
27926b,wca time critical members|wca time critical network|wca time critical general manager|time critical|network members
1c3459,airasia x services|airasia x|renewed uld management agreement|uld management agreement|airasia wholly-owned subsidiary
1fd076,global standards|global head|dhl global|global level|airport cargo communities
0fd0a1,"swiss worldcargo|seven more years|cargologic processes 440,000 tonnes|reliable services|cargologic"
063b0f,american airlines cargo enterprise|american airlines cargo|new end-to-end cargo management system|air cargo news|aa cargo
bde369,bcube air cargo|iata ceiv certification|iata pharma certificate|second ceiv certification|milan malpensa airport
6ba981,crane worldwide logistics|additional logistics partner|crane|supply chain solutions company|supply chain solutions
ec1cb7,traditional heavy timber pallets|weighty wooden pallets|timber|cardboard alternative|cardboard fibres
516c32,french-owned bolloré logistics|bolloré logistics|latest canadian customs requirements|canadian advanced filing|air logistics supply chain
aeef09,hamburg airport cargo center|hamburg airport customs office|hamburg airport customs area|dakosy air cargo community system|initiator hamburg airport
d04d76,pilot project speeds cargo transport|schiphol cargo community members|schiphol cargo community|new pilot project|schiphol cargo
72da1b,lot cargo inks pact|lot cargo director|lot cargo|csafe rkn active temperature-controlled containers|lot polish airlines history
f8d0ab,uzbekistan airways|champ cargosystems|online portal|cargospot airline|traxon global customs
01161e,swiss worldcargo head|swiss worldcargo|new e-awb approach|e-awb efforts|e-awb 360 campaign
e83e31,driving pharma air cargo growth|air cargo pharma supply chain|air cargo supply chain|iata ceiv pharma certification|pharma supply chain stakeholders
2de9ba,globalia logistics network|globalia logistics|conqueror freight network|freight forwarding network|membership applications
0a1148,third perfect gdp audit|gdp audit|hong kong air cargo terminals|hactl manager|third year running
4b91cc,cargo iq sign mou|air cargo forum|cargo iq executive director|cargo iq standards|cargo iq
e6bee2,pharma air cargo supply chain|amsterdam airport schiphol cargo director|pharma gateway amsterdam|ceiv pharma program|amsterdam airport schiphol
395554,sia cargo|singapore airlines cargo|air cargo terminal airside|siginon divisional manager|siginon aviation
722280,cool nordic cargo terminal|finnair cargo terminal|more cargo terminal services|finnair cargo head|cargo terminal
ea96a0,crowley logistics deal|airfreight wholesaler air menzies international|crowley logistics|wholesale airfreight services|temperature-controlled wholesale freight services
e51829,two-year vse aviation contract|b&h worldwide group ceo|vse aviation president|vse aviation|b&h regional hub
c8bd6a,artificial intelligence tools|artificial intelligence|baggage management revolution|industry baggage systems|baggage management
ffcced,quality management system|royal cargo|qms manager|management|cargo transportation
a16956,pharma air cargo supply chain|schiphol cargo director|amsterdam airport schiphol|pharma supply chain|pharma efforts
a79375,bollore logistics uae|senior vice president uae cargo|international multimodal freight forwarders|freight forwarding industry|bollore logistics
6ea056,air france- klm|air cargo world|air france-klm|air freight|klm cargo
2e66ba,thrucool pharma product|sia senior vice president cargo|thrucool product|sia|iata ceiv pharma
5c5af3,alps dhl supply chain|dhl supply|post dhl group|nearby dhl freight|dhl parcel hubs
da3574,turkey-based ground handler celebi|celebi cargo|efficient electronic customs clearance|celebi|blujay solutions
02a8c4,cool chain association|cool chain standards|food waste prevention consultant|fifth global perishables event|food waste
934a3a,alibaba cloud|alibaba group|alibaba|bolloré logistics|bolloré group
123b35,malaysian freight forwarders|selangor freight forwarders|freight forwarders|malay forwarders|special services capacity development programme
d0db6e,db schenker logistics management|db schenker logistics|db schenker rail deutschland|db schenker rail|db schenker
9e3f08,long-standing partner american airlines cargo|larger rap e2 container|rap e2 containers|e2 containers|american airlines
fe0d71,csafe global|kalibox acquisition|csafe|kalibox|manufactures temperature-controlled packaging
2ed508,csafe rap active container system|csafe rap|turkish cargo|csafe global|csafe rkn
95d481,customs broker cargo|customs broker companies|cb customs broker|logistics firm time:matters|customs firms
beee04,iata air cargo innovation awards|air cargo innovation awards|air new zealand cargo|world cargo symposium|cargo composite
b0c738,lufthansa cargo cool center|lufthansa cargo board member|iata ceiv pharma certification|lufthansa cargo|ceiv certification
ab3a7c,new mobile delivery tracking service|forward air|air|us logistics firm|delivery route
9ad729,independent freight forwarding group wca|elite global logistics network|wca network leader|global logistics experience|entire wca group
f6e662,cargo iq standards|cargo iq members|cargo iq|cargo industry|airbridgecargo airlines
53328d,mab kargo halal logistics service|new halal logistics service|mab kargo|halal logistics service|halal logistics
cd2b55,cool chain association|cool supply chain|cool chain|supply chain management|supply chain
21d887,strategic push|nestle deal|fmcg sector|strategic importance|consumer goods logistics
338a08,cargolux director global logistics services|cargolux airlines|pharma gdp certification|cargolux|good distribution practice
f90f40,nippon cargo airlines|platform cargo.one|airline legacy systems|cargo system icargo|air cargo
213a70,global pharma supply chain|pharma supply chain|successful end-to-end cool chain delivery|cool chain association|cca gears
9c4373,etihad cargo web booking portal|etihad cargo|road feeder services|etihad|rfs services
f14063,life sciences cold chain|air freight cold chain logistics|dhl global|complete global frozen shipping services|big freeze
139941,italian e-commerce website e price|milan-based e-commerce website e price|e price|2017 e-commerce growth rate|new facility
5fe9b7,alibaba cloud|alibaba|new artificial intelligence|artificial intelligence|complex business analytics functions
dab1d4,virgin atlantic cargo|virgin atlantic|suzy wardle|digital roles|passenger-facing digital channels
4673a3,temperature-controlled shipping container specialist va-q-tec|va-q-tec signs|va-q-tec|worldwide logistics group|shanghai tempchain service center
ce3135,cargo service quality tool|new cargo service quality|singapore airport terminal services|cargo service standards|service quality benchmarks
dc8e63,ibs icargo|ibs software|pos aviation|airline cargo services|cargo management platform
3a221b,korean air cargo|korean air|unilode aviation solutions|entire uld fleet|regional uld management office
7ebfcc,valuable temperature-sensitive cargo|temperature-sensitive cargo|white cover advanced|cargo operations|emirates skycargo
2793f2,china airlines|csafe pharma containers|csafe global|global customer support|airline partner network
1a697b,ai-powered robotic air cargo system|robotic air cargo system|cloud-based cargo terminal management system|digitalize air cargo|singapore-based ground handler sats
ce1050,software developer core transport|service product solace cloud|solace|air transport industry|air carriers
413c03,wca china|wca chief executive dan march|e commerce network|wca|new member support office
3a369e,oag it cooperation|champ cargosystems|director oag cargo solutions|champ|critical real-time rate data
8690ad,brussels airport head|slot booking app|brussels airport|recurrent time slot|intern slot management system
63d208,conglomerate bolloré group|e-commerce firm alibaba group|bolloré group|partnership deal e-commerce giant alibaba|bolloré logistics
b9a716,emirates skycargo|belo horizonte airport cargo manager|emirates|bh airport|belo horizonte airport
002928,john west foods contract|john west foods|ceva logistics|ceva team|john west
5022ad,gdp renewal audit|cargolux director global logistics services|cargolux airlines|cargolux|renewal audit
1badea,korean air cargo|new cargo management system|korean air|next-generation cargo system|end-to-end cargo business functions
18bc7e,kerry logistics chairman|kerry logistics|offshore support centre|first it development|new it development
a18cd6,lufthansa cargo ag|cargo customers|cargo acceptance service|speed gate|lufthansa cargo
5055de,swiss worldcargo|gdp compliance certification|secure gdp compliance|swiss authority|gdp compliance
7bff48,dnata optimises operations|uae airport operations|dubai international airport|cutting-edge resource management system|dubai airports
b5e03f,former iata global cargo chief|iata world cargo symposium|iata global head|air cargo innovation award|air cargo week
639517,bollore logistics head|bollore logistics|canadian e manifest|e manifest advance commercial information|well-known solution traxon global customs
4e7ec1,pharmaceuticals air cargo conference|air cargo news life sciences|air cargo news|big names line|acn pharma conference
e967c0,ceiv pharma certification|ceiv pharma programme|new dallas facility|ceiv pharma|state-of-the-art cargo facility
a2da5f,"new 30,000 square metres facility|new build-to-suit facility|singapore country head|new facility|new 30,000 sqm warehouse"
58e8ae,pilot cargo terminals|air india sats cargo terminal|new online cargo service quality|celebi cargo terminal|delhi cargo service
be7345,cargo check-in|vice president global operations cargo|new air cargo facility|self-service check-in kiosks|cargo warehouses
21b947,csafe rap temperature-controlled containers|csafe rap|lufthansa cargo|csafe global|csafe
89a244,riogaleao cargo|tom jobim international airport|cargo terminal|riogaleao|economic operator status
cfef0b,cargo iq members|cargo iq|airbridgecargo airlines|highest industry quality standards|air cargo industry
f699da,croamis latam cargo|latin america latam cargo|various cargo management systems|latam cargo|croamis cargo management solution
04b66d,open european service centre|european service centre|peli biothermal|uk service centre|asia service centre
0924b3,cargo iq certification|cargo iq technical group|independent cargo iq|cargo iq|abc executive president denis
ee76be,ccs-uk advanced info module|new ccs-uk module|u.k.-based airfreight body ccs-uk|ccs-uk user group|ccs-uk advanced
761542,cca event next month|cca board member vijan chetty|fresh park venlo facilities|130 hectare fresh park venlo|cool food chain
65ffed,vienna airport head|vienna airport region|vienna airport|cargo-partner ceo|ilogistics center project team
dcd3eb,oman air cargo|air cargo sector|oman air|international air transport association|electronic air waybill
8dd12f,ups true cryo|ups europe director|true cryo service|ups temperature|ups proactive response
ed2922,jan de rijk logistics|jan de rijk|netherlands-based omega logistics|omega logistics|omega
b6fad1,united cargo president jan krems|united cargo|rental units|newest va-q-tainer unit|va-q-tainer units
3ff547,united cargo jan krems|united cargo|temperature-controlled skycell containers|skycell containers|temperature-controlled container manufacturer
df8a8e,lufthansa cargo cool center|new cool center|cool chain cargo|lufthansa cargo|cool center
2abed3,logitrans|ifm istanbul expo center|important logistics specialists|11th time|new istanbul airport
5057f9,intelligent container|lufthansa industry solutions|jettainer|digital containers|containers
6b6185,shipper bi big data tool|bourque logistics|new big data tool|texas-based logistics software|shipper bi
e360cc,branch manager yusen logistics schiphol|yusen logistics european pharmaceutical superhighway|managing director yusen logistics benelux|cro yusen logistics europe|yusen logistics europe
0ba67a,abu dhabi airports free zone|logistics firm gac abu dhabi|gac abu dhabi|cargo terminal free zone site|abu dhabi
cfe482,blujay global trade network|blujay global trade|blujay solutions|traditional supply chain solutions|global supply chain ecosystem
e08a0b,swiss international air lines|swiss worldcargo|first gdp-compliant facility|ground-handling giant worldwide flight services|wfs
dee0ba,cargoit ab chief|cargoit ab|traxon cargohub|traxon|iata cargo-xml version
2880c8,secure trade lanes|sstl air pilot project|end-to-end supply chain security instruments|china smart|customs-to-customs pilot project
0b3cbc,csafe global|csafe rap|alitalia|active temperature-controlled containers|new pharma containers
55ee96,dachser eyes logistics innovation|dachser road logistics|dachser enterprise lab|dachser chief executive|dachser
8ba8f7,pelican biothermal|global cold-chain shipping|cold-chain packaging providers|cold-chain shipping|cost-conscious global pharmaceutical manufacturing companies
5850b1,new resilience360 mobile app|resilience360 mobile app|post dhl|dhl customer solutions|supply chain risk management space
224d43,"heathrow pharma facility|josette wells gefco forwarding quality|new 15,000 sq ft facility|new uk facility|more pharma logistics news"
748932,digital platform freight bro|india-based freight forwarder platform|middle east freight industry|first freight forwarder|freight bro
7b8023,temperature-controlled logistics specialist|thermotraffic|temperature-controlled goods|temperature-controlled cargo|pharmaceutical logistics
c7e7df,u.s.-based csafe global|csafe rap|csafe rkn|csafe|cool-container service center
07996e,turkish cargo|new interface|new website|cargo tracking|corporate website
5280a6,el al|first online freight shipment|first online booking|online booking platform|el
1d0ab7,champ academy|wider champ customer base|firm champ cargosystems|champ solutions|champ
f6fb72,lifetrack mobile app|dhl temperature management solutions|dhl global|lifetrack app|dhl thermonet
566444,unique air-sea multimodal connectivity|sats|key multimodal transport hub|psa international|multimodal connectivity
98d2a6,envirotainer chief executive officer|envirotainer|chep aerospace|chep|repair stations
27b4c4,swiss international air lines|swiss worldcargo|new organisational structure|swiss head|swiss
8e8ffb,air cargo supply chain|cargo iq group discussions|cargo iq|ground handler dnata|cargo performance
9778a9,air france klm martinair cargo|csafe global strategic sales director|partner csafe global|csafe rap|csafe global
29719b,e-commerce fulfilment specialist e-services|kerry logistics|e-commerce fulfilment|kerry|second jv
6077a7,dachser global head|digital booking platform|cargo.one platform|dachser employees|dachser
7ae825,new cold chain packaging|reusable temperature-controlled packaging network service|cold chain packaging technology|tnt|proven cold chain logistics solutions
cdfabc,south africa|click2ship system|click2ship|south pacific|freight agents
df8e87,open pharma logistics hub|new logistics hub|logistics hub|pharma logistics|nagel south
203520,software start-up allread mlt|allread mlt|hangar 51 global innovation programme|allread|iag cargo
c60dea,kerry logistics network|kerry logistics|contract logistics business|contract logistics capabilities|contract logistics
d6df08,illinois-based rim logistics|blockchain standards group|rim logistics|swiss forwarder panalpina|blockchain standards
33d189,traxon cargohub|cargoit|stockholm-based logistics software provider|automated host-to-host communication product|director community integration services
f2532e,paper-based air waybills|lufthansa cargo|lufthansa|fee|paperless option
53fbeb,ceiv pharma certification|ceiv pharma|pharma certificate|highest international pharma|rio de janeiro
2dfe59,air france-klm cargo|air france cargo|further process integration|major milestone|system integration
a669f7,etihad cargo senior vice president|etihad cargo|abu dhabi international airport|sydney kingsford smith international airport|qep accreditation
5929d4,airbridgecargo pharma volumes|abc pharma product|pharma volumes|specialist pharma services|iata ceiv pharma
a9289c,new heathrow south cargo centre|heathrow cargo area|main air cargo operations|heathrow site|new dedicated airfreight hub
0dcdac,lufthansa cargo|fleet logistics|global air cargo supply chains|air cargo booking efficiency|global logistics processes
24cd3b,lug health care center|iata ceiv pharma certification|health care center|iata ceiv standard|lug
05c1c2,dupont tyvek cargo covers|emirates skycargo white cover|emirates skycargo|cold chain solutions|dupont safety
66b879,cargo cargo management system|1 airline cargo management solution|asiana airlines president|cargo management system|asiana airlines
59787e,crane worldwide logistics|crane worldwide|guyana office|crane|guyana operations
d9efd1,geel pharma facility|enlarged pharma hub|new geel facility|pharma hub|kuehne
1dc384,changi airport group|changi ceiv community|changi airport|ceiv pharma certification|ceiv certification
9507cd,dhl global|transsion mobile devices|major mobile phone manufacturer|airfreight services transport|transsion holdings cmo
53a5eb,iata ceiv pharma certification|amsterdam schiphol pharma|own ceiv pharma course|amsterdam schiphol airport|cargo handler worldwide flight services
f9d262,asiana airlines president kim soo-cheon|asiana airlines|more cargo airline news|cargo airfreight system|cargo system
a8b11c,nepal airlines|switzerland-based unilode aviation solutions|uld management agreement|unique uld pooling solution|airliner
a115bd,german cargo handler lug|expanded lug network|three lug stations|patrik tschirch|dynamic air cargo industry
