document_id,terms
37170e,pharma|chilean market|commitment|extended customer base|cutting-edge facility
c70012,new product portfolio|company|latam cargo|systems|new processes
e3b25a,audit complexity|sfoc|iata|airlines|facilities
b3b7a9,tp3 global|silverquilt thermal cover|silverquilt|reflective outer skin|time
181deb,gdp|gdp audit|hygiene standards|hactl|quality control system
a7e3f7,aero|pharma|global pharma trade lanes|audit methodology|pharmaceuticals shippers
b75f7a,innovation workshops|industry experts|dhl|events|mei yee
53eaaa,yusen|yusen logistics|kansai airports|gdp|ceiv pharma
29f36d,thrucool quality corridor network|sia|cold chain service|ho chi minh city|swiss-made containers
7c7bb5,peli biothermal software update|users|new features|iot|temperature-controlled packing specialist
82e75d,el al cargo|israeli airline|cargo|customised integration methods|transformation process
3d2486,virgin|lightweight container fleet|fuel|sustainability programme|cargo
479851,mitchell cotts|software system|kale logistics|cargo|mitchell
b69e1f,dhl global|cool room|new warehouse|healthcare customers|life sciences
f45e57,airline|rkn active container|pharmaceutical customers|csafe|technologies
349511,latam cargo|unilode|digital tracking|pallets|entire uld fleet
a93d63,uae|iru|tir|gcc|customs
094787,tigers|swiss-based asendia|hong kong-based|oceania e-commerce|asia-pacific region
f9892c,ceva|ace|imports|customer links|jane pedersen sorensen
22ac39,amazon|champ|alexa|voice-enabled track|trace application
a50490,cologne bonn airport|company|cbcc|air cargo handling|project
31221b,brucloud apps|freight|cargo community|drivers immediate access|information
f43a69,tracing software|data|crēdo proenvision|pelican biothermal|future enhancements
51505d,panalpina|manufacturing|facility|high tech|healthcare
486160,wfs|pharma handling|michael simpson|swiss worldcargo|worldwide flight services
a0b8c6,panalpina|certification|pharmaceutical imports|mexico|colombia
e2259a,emirates skycargo|temperature sensitive pharma cargo|pharma corridors|network|dubai world central
37d394,centre|wfs|iata ceiv pharma|pharmaceutical|temperature
126109,pharma|etihad cargo|cool chain association|aero memberships|cargo
8ee2f3,platform|european customers base|ana|new airline|day
cbd6ee,swiss worldcargo|pharma certification|iata|airline business|director general
3bb6c9,cargo|vital role|jonas van stekelenburg|video|gateway amsterdam
509490,solutions|etihad cargo|dokasch|customers|master agreement
624b64,chief operation officer|mabkargo|ceiv pharma certification|global certification programme|temperature sensitive
e7722a,segro|schenker|new uk facility|new building|industrial space developer
b50399,dietz|airport city area north|animal handling|new cargo centre contract|air security area
d92e49,aero|pharma|mvd|singapore airlines cargo|miami international airport
7003c1,lufthansa supply chain contract|dhl|mro|und overhaul|areas
80bd8e,airport digitalisation|siemens|data|mindsphere|system
20cf01,handler wfs|air canada|heathrow lease|customers|dhl aviation
dc3cb2,sao paulo|beijing|sydney|shanghai|hong kong
0b86bb,swiss worldcargo|cargologic|customers fast|services|reliability
381656,wca member companies|wca|dan march|global strength|services
621617,unitrans arm|mitsubishi logistics group|va-q-tec insulation|unitrans signs va-q-tec deal|officer yuji fujita
2a2942,air cargo india|track sponsor|ibs software services|logistics industries|silver
afaabc,course|gdp|freight forwarder group|training|gdp compliance training program
5405db,lufthansa cargo|temperature|tracking service|customers|humidity
060410,bcube|cargo|ceiv certification|iata|year
aee2af,yusen logistics indonesia|gdp certification|company|customers|pharma products
6b8801,yusen logistics|pharmaceutical supply-chain business|new operation|japan|santiago
044bbe,swissport|netherlands|iata ceiv pharma|healthcare shipment|secure supply chain
6e6313,gls hong kong|forwarders|efdi|ezycargo subscriptions|solutions
9e3128,etihad cargo|iata ceiv pharma|director cargo|subsidiary|control regulations
ea0732,airfreight industry|successful digitisation|materialfluss und|collaboration|logistik
a248c5,logistics-focused startups|inaugural demovation challenge|official accelerator partner|cargo facts emea 2019|8tree
49de2b,polmans|greater industry collaboration|tiaca board|experience|steven
162b4f,ceva logistics singapore|changi|sats|singapore airlines cargo|new pharma community
268751,additional aa cargo widebody|american airlines|phl|puerto rican pharma|philly
898270,jettainer|enhanced digital container|damage|director|data quality
42b6d9,pharma hub switzerland|healthcare industry|facility|kuehne|driving
4558bf,cargo iq framework|members|organization|silkway west|korean air lines
fbc1c6,iag cargo|programme|group|emu analytics|innovative products
c6d775,panalpina|product quality|safety|subcontractors|key
1a8582,groupair|neutral consolidator|sea|south africa|hae
9462bc,new pharma white cover solution|temperatures|emirates|white|temperature sensitive perishables consignments
66158d,pharmaceutical industry|ceiv certification|swissport cargo liège|belgium|on-site assessment
091402,xware|logistics software firm wisetech global|white|wise tech global|product
680754,dhl|traditional retailers|singapore e-commerce|manufacturers|reports
8cb710,shanghai|china eastern airlines|iata|air cargo industry|world
5ed02f,containers|alitalia|airlines|va-q-tec sign|alitalia vice president cargo
6f34e6,korean air|ibs software|cargo division|icargo solution|american airlines cargo
8b123e,maskargo|airline|online booking service|unisys|website
ec8096,ground handler dnata|singapore|quality systems|amsterdam|operations documentation
cd55c3,app|brucloud|airport cargo communities|brucargo|available
1e4950,jettainer|uld management provider|new smart phone app|transparent manner|solution
a2534c,cargologic|swiss worldcargo|carrier|extended partnership|zrh
c532a8,mallory|updates|mymallory app|alexander international logistics|chief information officer
ecd244,aeromexico|new host-to-host solution|traxon cargohub|champ|traxon global customs
af1b33,warehouse reorganisation|cargo track|cargo pallet handling|sats|processing time
306881,customer|tigers team|national postal provider pos malaysia|cargo centre|facility
79b79f,airbase gse|maintenance contract|iag cargo uld repair deal|uld repair|previous supplier
907c0c,cargolux signs|friendly beam solution|trinkaus-solutions|customers|squair-timber product
de4789,business processes|product|nca|technology today|keita sataka
447304,pharma packaging firm peli biothermal|indianapolis facility|service centre|new network station|indiana gateway business
fab561,turkish cargo|istanbul|necessary international certificates|basel|london
6396c9,world customs organization|air cargo|cargo-xml|standard|iata
4e8e38,brett bissell|technology operations|ching guo|customer satisfaction|technology sector
382565,uk medicines|facilities management practices|quality systems|temperature mapping|certification
d9634b,american airlines|technology platform|customers|processes|implementation
02296b,lufthansa cargo|reliable transport solutions|services|digital marketplaces|simple
f3ac1c,fraport|ground|fra|new contract|subsidiary airport
06a48f,behne|dokasch|andreas seitz|forwarders|solutions
39f9f9,nagel|kuehne|new hub|end-to-end solutions|key industries
79e014,time slot|new ramp service|information|forwarders|lug customer service centre
b0d8af,ami uk|customers|documentation|sharon wright|spot rate desk
c879b0,new facility|docks|agility|deconsolidation|consolidation
4ae108,products|parcel|sppal|airport logistics|siemens postal
e221ca,nca|maindeck capacities|customers|nippon cargo airlines|core cargo system
ecce44,lockheed martin hybrid airships|airship|lmh-1|haf|affordable solution
a584db,lufthansa cargo|lufthansa|new apis|digital|getrates
577576,celebi delhi cargo terminal|domestic operations|galaxy|cargo|system
a5f179,imperial logistics|cyclists|pedestrians|vehicle|constant risk
3bd83f,sats exports|cargo agents|e-acceptance procedure|electronic|singapore
a8e4cb,new thermal cover option|peli biothermal|customers|wilpak|latest technology
12449a,chep aerospace solutions|lan cargo signs chep|repair|airlines|co2 emissions
3998f3,peli biothermal|customers|french production site|packaging firm|temperature
3ce530,servisair|businesses|abderaman el aoufir|agent gmd handlair|operation
50a356,kuehne|nagel|chinese automotive logistics joint venture|jiang jun|board
e8b3d5,swissport|facilities|ceiv pharma|air cargo handler|operations
21689f,new facility|swissport brussels pharma center|cargo|new center|automated material
363e35,sem customers|air france klm cargo|cargo|unique way|counts
6580ad,five-year global maintenance|chep|repair agreement|deal|proprietary repair management software
4eab82,healthcare centers|pharmaceutical|new facility|major manufacturers|island nation
a50241,wca|innovative solutions|new delhi|network relations|new tools
76acf0,white label system|freight forwarders|pangea group|automatic quoting system|rate management
27926b,wca time critical network|members|complete validation|network|group members
1c3459,unilode aviation solutions|ten-year partnership|cargo growth|network demands|airasia wholly-owned subsidiary
1fd076,global standards|ceiv accreditation|brussels airport|steve polmans|pharma
0fd0a1,customers fast|reliability|seven years|partnership|bern
063b0f,tyler|new system|team|new tool|customers
bde369,gateway|ceiv|highly-specialised ground|international air transport association|main italian hubs
6ba981,crane worldwide logistics|supply chain solutions company|client|air import|belgium
ec1cb7,trilatec|novel transport system|cardboard|germany-based|new material
516c32,bolloré logistics|service|traxon global customs|smooth customs|tgc
aeef09,hamburg airport|pilot project|agents|customs|airlines
d04d76,cargo handlers|customs information|schiphol|project|smart cargo mainport program
72da1b,innovative csafe rkn|lot cargo|active container range|longest battery run times|broadest ambient temperature
f8d0ab,uzbekistan airways|champ|air waybill|cargospot|online portal
01161e,e-awb efforts|single process|swiss worldcargo|switzerland carrier|changi airport
e83e31,temperature control|active vs passive solutions|cargo|iata ceiv pharma certification|pharma supply chain stakeholders
2de9ba,network|globalia logistics network|application process|membership development manager|non-existent
0a1148,hactl|quality|processes|gdp|hygiene standards
4b91cc,global shippers|cargo iq sign mou|air cargo supply chain|gsf|forum
e6bee2,amsterdam airport schiphol|pga|iata ceiv|vck logistics|cargo
395554,siginon|singapore airlines cargo|jared oswago|customer satisfaction|business growth
722280,terminal|general cargo|pekka vauramo|chance|jukka glader
ea96a0,crowley logistics deal|ami|miami operations|cool-chain services|south america
e51829,vse aviation|repair|operation|mro|solutions
c8bd6a,baggage management|airlines|artificial intelligence|airports|passenger
ffcced,quality management system|company|qms|royal cargo|two-day audit
a16956,airport community|iata|pga|pharma air cargo supply chain|pharma efforts
a79375,bollore logistics|superior services|international freight|supply chain provider|customs compliance
6ea056,air france-klm|new strategy|e-commerce|better service|faster
2e66ba,temperature-controlled pharma|thrucool pharma product|healthcare shipments|sia|cold chain services
5c5af3,dhl|czech site|easy connection|customer eaton|strategic partnership
da3574,efficient electronic customs clearance|blujay solutions|customs|celebi|fast
02a8c4,cool chain association|cca|food loss|fresh park venlo facilities|two-day event
934a3a,alibaba|bolloré|battery-making division|logistics network|cainiao
123b35,sffla|logistics industry|training programme|tan ah beng|malay forwarders
d0db6e,frankfurt|db schenker|karl-friedrich rausch|transportation|headquarters
9e3f08,e2 containers|envirotainer e1|american airlines|cargo|rkn e1 container
fe0d71,kalibox|shippers|brian kohr|design|csafe
2ed508,csafe rap|turkish cargo|proprietary|thermocor vip insulation|senior vice president
95d481,cb customs broker|companies|director stelios ntounakis|air cargo|integrators
beee04,new thermally-insulated ulds|iata air cargo innovation awards|finalists|blockchain technology|iot
b0c738,iata ceiv pharma certification|lufthansa cargo|processes|iata|infrastructure
ab3a7c,forward air|deliveries|nudeliver|ability|tracking tool
9ad729,wca network leader|independent freight forwarding group wca|egln|roy stapleton|matthew west
f6e662,cargo iq standards|second audit|visible|transparent|abc
53328d,mab kargo|new halal logistics service|applicable|launch event|warehousing
cd2b55,cool chain association|cca|data|perishables data-pilot|food loss
21d887,kuehne|nagel|netherlands|fmcg|consumer goods logistics
338a08,cargolux|pharma gdp certification|commitment|cargolux airlines|pharma
f90f40,nca|nippon cargo airlines|customers|platform|innovative
213a70,biosciences conference|cool chain association|cca gears|pharmaceutical supply chain|stakeholders
9c4373,etihad cargo|rfs|container vehicles|major air|micco
f14063,dhl|life sciences cold chain|cryogenic temperatures|service|forwarding
139941,interroll|italy|statement|2017 e-commerce growth rate|milan
5fe9b7,alibaba cloud|businesses|customers|artificial intelligence|platform
dab1d4,suzy wardle|customers|far-reaching digitisation programme|new role|greater partnership integration
4673a3,company|container|transportation|world|va-q-tec signs
ce3135,tool nationwide|airports|cargo service quality tool|tiaca|kenya
dc8e63,pos aviation|productivity|ibs icargo|malaysian airports|customer experience
3a221b,entire container|uld fleet|unilode|horse stalls|korean air cargo
7ebfcc,white cover|advanced uses|tyvek material|dupont|temperature-sensitive cargo
2793f2,pharma customers|china airlines|csafe pharma containers|cold chain technology|able
1a697b,speedcargo|cargo eye|companies|sats|ai-powered robotic air cargo system
ce1050,solace|air carriers|core|smarter analytics|secure
413c03,freight forwarder network|wca|mirja|china|e-commerce
3a369e,application|oag|champ|air freight rates|cargospot system
8690ad,slot booking app|dhl global|logistics|application|forwarder
63d208,bolloré group|logistics|europe|expertise|respective business units
b9a716,emirates|bh airport|cargo planning|belo horizonte airport|senior vice president
002928,ceva|john west foods contract|facility|inbound container movements|salmon
5022ad,cargolux|gdp|gdp renewal audit|time|franco nanna
1badea,korean air cargo|new cargo management system|korean|customer convenience|airline
18bc7e,kerry logistics|penang|support|development strategy|international operations
a18cd6,lufthansa cargo|customers|services|speed gate|board member operations sören stark
5055de,swiss worldcargo|ground handling partner|airline|facilities|cargologic
7bff48,resource management system|operations|technology|ground handling|dubai world central
b5e03f,floris kleijn|glyn hughes|cantrack|acw|global positioning system
639517,traxon global customs|bollore logistics|service|champ cargosystems|smooth customs
4e7ec1,gdp|international supply chain|world|conference programme|air cargo news
e967c0,ground handler dnata|facility|singapore|amsterdam|ceiv pharma
a2da5f,customers|company|retail|facility|freight forwarder
58e8ae,celebi cargo terminal|edward|new online cargo service quality|pilot|four-step process
be7345,kiosk|system|truck|relevant documentation|drivers
21b947,innovative cooling|csafe rap|customers|lufthansa cargo|thermocor vip insulation
89a244,riogaleao cargo|economic operator status|aeo|brazilian federal customs|certification
cfef0b,quality standards|second audit|airbridgecargo|abc|cargo industry
f699da,new system|wipro|latam cargo|customers|croamis
04b66d,open european service centre|peli biothermal|packaging manufacturer|temperature|pharmaceuticals sector
0924b3,quality standards|cargo iq certification|abc|customer service|airbridgecargo airlines
ee76be,new ccs-uk module|ccs-uk user group|info|module|advanced information
761542,food loss|cca|two-day event|fifth global perishables|fresh park venlo facilities
65ffed,cargo-partner|logistics center|vienna airport|construction|stefan krauter
dcd3eb,oman air cargo|traxon cargohub solution|middle eastern carrier|global|electronic air waybill
8dd12f,ups|shipments|cryogenic environment|ups true cryo|products
ed2922,temperature-controlled products|pharmacies|omega|hospitals|network
b6fad1,united cargo|twinx|rentals|tempcontrol customers|director dominic hyde
3ff547,temperature-controlled skycell containers|united cargo|temperature excursions|sensitive shipments|special rechargeable
df8a8e,lufthansa cargo|new cool center|lufthansa|service|pharmaceutical
2abed3,logitrans|11th time|turkish market|platform|turkey
5057f9,containers|jettainer|intelligent|lufthansa|damage
6b6185,bourque logistics|shipper bi|multi-modal tool|shipper bi big data tool|cloud-based dashboards
e360cc,yusen|customs|schiphol pharma hub|operation|single
0ba67a,abu dhabi airports free zone|gac abu dhabi|customs duties|director|import
cfe482,blujay global trade network|global supply chain ecosystem|blujay solutions|services|company
e08a0b,wfs|facility|transfer times|swiss worldcargo|pharma
dee0ba,cargoit ab|traxon|clients faster|shippers|gha
2880c8,secure trade lanes|customs-to-customs pilot project|sstl|china|times
0b3cbc,csafe|alitalia|autonomous temperature management programming|innovative air recirculation system|active temperature-controlled containers
55ee96,development capacity|internal research|logistics|dachser|flexible access
8ba8f7,kevin lawler|pharmaceutical|gene therapy|cold chain|right temperature
5850b1,dhl|new resilience360 mobile app|supply chain risk management space|global express services giant|tobias larsson
224d43,heathrow pharma facility|gefco|life sciences|dedicated pharma|healthcare sector
748932,digital platform freight bro|platform|partnership|book shipments|nafl
7b8023,thermotraffic|temperature-controlled logistics specialist|operation|on-site iata agent|ground transportation
c7e7df,csafe|csafe rkn|latam cargo|cool-container service center near amsterdam|active temperature-controlled container models
07996e,turkish cargo|interface|users|flight network|fleet
5280a6,delta cargo|hellmann export operator robin keilmann|airline|new technology|facility
1d0ab7,academy|champ|customers|cargo|gamification techniques
f6fb72,lifetrack mobile app|dhl|online cold chain tracking|life sciences|customers
566444,sats|psa|singapore|sea cargo|partnership
98d2a6,chep|repair|solutions|envirotainer|faa
27b4c4,service|customer experience|management team|business development|quality leader
8e8ffb,cargo iq|supply chain|dnata|guillaume crozier|executive director
9778a9,rap e-container|state-of-the-art service|af-klmp|pharmaceutical industry|innovative product
29719b,kerry|esg|asean region|online world|logistics
6077a7,dachser|access|capacity|spot market|cargo
7ae825,tnt|phase change materials|new cold chain packaging|shipping solution|biological materials
cdfabc,click2ship|ami|freight agents|online platform|service
df8e87,nagel|kuehne|chilean|unique pharma solutions|facility
203520,allread mlt|data extraction processes|machine learning technology|36 start-ups|hangar 51 global innovation programme
c60dea,kerry logistics|kenny rutgersson|lifestyle industry|sweden|new role
d6df08,blockchain standards group|rim logistics|bita|panalpina|today
33d189,cargoit|traxon cargohub|general sales agents|clients faster|ghas
f2532e,lufthansa cargo|paperless option|carrier|effect|time
53fbeb,ceiv pharma certification|international airport|temperature|riogaleão|rio
2dfe59,air france cargo|important milestone|system integration|e-communication processes|e-distribution
a669f7,etihad cargo|qep accreditation|kennedy international airport|envirotainer providers|customers
5929d4,airbridgecargo pharma volumes|abc|airbridgecargo airlines|longer|patients
a9289c,new heathrow south cargo centre|transported asset protection association|iata|new dedicated airfreight hub|adjacent
0dcdac,air cargo booking efficiency|fleet logistics|lufthansa|customers|peter gerber
24cd3b,hcc|lug|sensitive products|services|company
05c1c2,emirates skycargo|dupont|emirates skycargo white cover|cargo|tyvek
66b879,cargo management system|asiana airlines|cargo|asiana|ibs
59787e,guyana office|crane worldwide|tremendous growth|clients|south american country
d9efd1,geel pharma facility|nagel|kuehne|pharma|temperature-controlled forwarding
1dc384,singapore|ceiv|changi airport|cag|sia cargo
9507cd,transsion holdings|airfreight service|dhl global|africa|different market segments
53a5eb,wfs|amsterdam schiphol pharma|procedures|processes|audit
f9d262,cargo airfreight system|asiana airlines|transportation|company|asiana idt
a8b11c,nepal airlines|unilode|ceo|operational efficiencies|sugat ratna kansakar
a115bd,patrik tschirch|network idea|munich|management structure|responsiveness
77139a,us-based software provider|accenture|accenture air cargo reservation software|inventory management capabilities|iag cargo
df98d8,united|lufthansa|lufthansa cargo joint venture|customers|processes
09d34c,uld|celsius|vulnerable storage areas|53 cargo acceptance|turkish airlines cargo atatürk facility
17de47,ray crane|peli biothermal|senior management team|global operations|engineering experience
1c3315,bollore logistics|travel retail industries|miami hub|logistics chief executive officer|productivity
2fbd39,lufthansa cargo|united|air cargo joint venture|germany|cargo jv
16ff31,shipa freight|forwarding platform|customer service|users|book
e7fe8f,ups express critical service|critical shipments|critical service|speed|customers
d9fcf1,münch|militzer|customs clearance|myaircargo|lufthansa cargo
de8d92,alexander|duncan|vice-president|virgin atlantic|solution
e2a3f1,klm cargo|supply chain|pilot project|customs services|schiphol cargo
f698cd,ulds|unilode|bluetooth|airbridgecargo airlines|abc
fa38a2,tasco|redcargo|malaysian freight forwarder|cargo|uld management
d77c0d,pharmaceutical products|gdp training|cold-chain logistics|training classes|iag
f9ac60,csafe|luis munoz marin|temperature-controlled air cargo container supplier|international airport|drop-off
d4c554,tigers teams|doozee|customers|international agent network|mark gatenby
ef5740,rfs|sharjah aviation services|road feeder agreement|wallenborn|sharjah partners
7a84c5,wfs|airside freight facility|facilities|pre-storage|offload
f6e50e,csafe|united|customers|innovative|tempcontrol service
cd3e64,facility|region|dominic|hyde|shipping options
67e32e,secure website|private company|airlines|import|benefits
3ade78,swiss international air lines|swissport|east philipp joeinig|rainer hiltebrand|officer
0cd86b,pactl|cool center|company statement|cool|exotic fruit
75b944,cargolux|gdp certificate|gdp|time|strong commitment
d79397,gdp|iag cargo|hyderabad|exelsius|life science world
0d03fe,lufthansa cargo|digital interface|api|prices|capacity
f8ecf6,jettainer|repair shops|partner certification programme|quality seal|companies
c3fdb9,air|gebruder weiss|logistics solutions|sea freight|nuremburg
1ef7c8,igom|procedures|hactl ground|standards|iata ground operations manual
2b6b4f,cathay pacific|support|container provider|welcome addition|pharma lift
e95f3b,turkish cargo|processes|feedback management policy|airline|customer satisfaction management certificate
52e751,clive|capacity allocation partnership|champ|cargo management systems|customers
c95d47,ceiv pharma certification|reliability standards|important certification|abdulla mohamed shadid|major enhancement program
6ed878,supply chain nexxiot|ulds|companies|air|unilode aviation solutions
1f1123,etihad|president|partners|chief executive|ibm global technology services
971eee,flowerwatch certification|quality assurance system|cargo|air france klm martinair|fresh flowers
02ca53,unilode|nordisk aviation products|digital uld solution|uld|digital transformation programme
0c736c,igom certification|hactl|iata|igom|hong kong air cargo terminals
2ca595,qatar airways cargo|cargo|envirotainer qep accreditation|network|pharma destinations
d62576,lufthansa cargo|operations|dedication|high quality|sören stark
0f4073,kuehne|nagel|nagel kn pharmachain network|nagel senior vice president products|ceiv
a29b48,customers|american airlines cargo|technology changes|complex|latest carrier
e2f6a8,japanese airline|rkn t2|envirotainer|cld t2 containers|accreditation programmes
4c7a02,iata cargo iq|members|freight forwarder kuehne|global air cargo community|qatar airways cargo
c492dd,in-house logistics operator cainiao network|international port community system association|iso standards|gct|chief aim
216460,ulukom|customs|wisetech global group|ceva logistics|wise tech global
7ea7df,gdp|hactl|audit|hygiene standards|equipment
fb4bbe,emirates|dubai pharma hub|skycargo|dubai world central|active pharmaceutical ingredients
a7a50a,containers|emirates skycargo|temperature|pharma|customers
06e1b6,sia cargo|containers|zodiac herculight|key requirements|singapore airlines cargo
dabea0,swiss worldcargo|new team|services|shipment tracking devices|deviations
32d8f8,wfs|copenhagen pharma center|airport services provider|ground handler|pharma
29ec05,productivity|air|dhl global forwarding|iata ceiv pharma|pharmaceutical industry
ae0ab8,pharma|aero|brussels airports|hong kong|today
389b6a,adelantex|ad handling|panalpina|liège|international freight forwarder
500abc,alha|services|aircraft take-off|perishable|ramp specialists
26b0c4,abc|customer service|cargo iq certification|quality management programme|airbridgecargo
a27d63,pharmaport containers|cargolux|active|international network|luxembourg-based
b7729a,uld|commitment|air cargo leaders|attention|bob rogers
b8824e,new facility|truck docks|automated material handling system|swissport|system
f95967,software|accenture freight|iag|cargo reservation technology|business processes
02d069,ontic|world|ontic-licenced parts|customers|day support
c739b8,control tower|cargo movements|abc|service disruptions|delivery deadlines
10aed4,reinforced cargo team|logistics|operational|activities|month
8bda2e,blockchain|complete transparency|companies|blockchain technology|steven polmans
934601,ground|fifth training session|iag cargo constant climate centre|certification|life science products
9c3f66,asian operations|ontrack system|fsl|web-based|overhaul
1cce4a,lug aircargo|korean air cargo|germany|airline|frankfurt
e9ee86,sas cargo|optimal services|nils pries-knudsen|hamburg|products
d23ccf,demand|geodis amsterdam gateway|customers|geodis|freight forwarder
4570a2,champ|jal link-up|processes|carrier|projects
df580a,global logistics|kuehne|kn pharmachain|nagel|grünenthal
6b0734,delta|airline|hong kong|beijing|shanghai
736a1f,2018|strategic cooperation|cosco shipping ink mou|bollore logistics|ciie
fa68b2,etihad cargo|ccc|shipments|tracking|customers
ae7c78,sam okpro|head group|air cargo architects|neutral air partner|members
db2594,air cargo management|new warehouse app|intelligent cargo ecosystem|shipments|processes
451f55,kerry|tuvia|european network|italian client base|company
1b9211,biggest customers|sea|air|glaxosmithkline|overland services
fa2d57,swissport liège|pharma certification|international|pharmaceutical industry|iata
112537,medical products|panalpina|operations|certificate|brussels
44d783,pharmaport 360 temperature-controlled containers|monitoring systems|built-in gps tracking|shipments|fedor novikov
1418f1,ceva|facility|new dublin temp control facility|airport industrial park warehouse|new building
463f18,solutions|commercial solutions|financial|transport industry|airline industry
c0757d,squair-timber system|airlines|jettainer|material|director
5d286f,ed meyer|peli biothermal|sales organisation|value-based approach|sales leadership role
e4e0c6,booking service|dhl global forwarding|shipment tracking|online customer portal|competitive quotes
6d32b7,dhl global|product|healthcare freight|sensitive life sciences|dhl smartsensor
1390f0,doozee|tigers|customers|international agent network|online link
6631c5,nax 24-7 time critical|time critical|workshop|time matters|emergency logistics specialists
a57cb6,yusen logistics|va-q-tec|global va-q-tec network station manager|healthcare industry|hyde
97f431,united|cargo|shock|vibration|humidity
753907,systems|sppal|facility|siemens|iag
18afa8,tracking technology|delta|ulds|carriers|shipments
11b90c,kuehne|new digital supply chain platform|nagel|buyers|transportation
eba27a,sixth airline|certification|lufthansa cargo|pharmaceutical products|ceiv
d77e14,swissport cargo services|swissport|flughafen graz betriebs|graz airport|new joint venture
28e3cf,swissport|expansion plans|lhr|swiss cargo handler|heathrow cargo center
369aa9,china airlines|iata ceiv pharma certification|service processes|profits|competitiveness
b6ef0f,swissport|global network|stuttgart|cargo services|cargo handler swissport
9a0e2f,innoaviation|world|ulds|nordisk|largest bluetooth low energy
4e5303,u-freight|hong kong-based e-commerce shipping platform|partnership|busiest|easyship
7847e1,delta|csafe|delta cargo|pharma shippers|cold-chain pharma programme
2f4dab,cargo-xml|qatar cargo|iata|standard|xml
d4fbb6,heathrow airport|iag cargo|trial|ceo|technology
8070ec,officer|customers|global warehouse management system|tigers|mannatech chief
155485,ahmedabad|yusen logistics|hyderabad|services|cool chain equipment lessor va-q-tec
a11af5,changi airport|dnata singapore|cag|certification|pharmaceutical cargo
7731b4,iata ceiv pharma certification|cathay pacific|certification|industry|cargo
7e6315,swissport|warehouse concept|long-standing customer swissport|new cargo centre|fraport
013ce5,ibs software|revenue accounting|uld management|customer services|industry
f98b27,halal logistics chain|halal shipments|global halal market|maskargo|certification
e69b7d,cargo terminal|ibs software|operations|icargo solution|japan airlines cargo
6643a6,cargo flash|solutions provider|cargo business|indian carrier vistara|cloud-based cargo system
b8062a,ups|marken|flexible network|ups acquisitions|business services officer
faa6ba,system|wca|members|straightforward air|win system
2d1c5b,air operations|al maktoum international airport|db schenker dubai logistics facility|middle east|new dubai logistics city facility
388fdf,new uld|unilode|repair services|unilode aviation solutions|location
cf7903,finnair|cargo eye|new hot|tracking platform|ccc
db9a25,microsoft|reconciliation system|supply chain|ccn|cargo community
00c411,airport management|mou|security|experience|safety
4e7716,panalpina perishables network|panalpina|parent company|express|team
733eee,priority freight|priority|systems|german|director
40eb07,processes|dynamic spot rates|best options|customers|manual ad-hoc pricing processes
a4e06e,operational processes|aat|certification|standards|iata
e6e1b3,smart cargo|hactl|specially-adapted smart forklift|hong kong air cargo terminals|storage location
a23a67,service|traxon premium|need|champ cargosystems|customers
4cfac2,kerry|robots|warehouse management system|hong kong warehouse|50 items
8095b0,ceva|networks|integration|customer|canada
b16862,london-based charter specialist chartersphere|chartersphere|webcargonet|software company|new partnership
56aac7,general airport infrastructure|quality rating tool|forwarders|tiaca|brussels airport
224ce3,steven verhasselt|be-gate|official customs|express expertise|belgian customs
c5b376,united cargo|twinx|containers|tempcontrol customers|director dominic hyde
bd390d,new technology|risky|innovation|foresight|clients
08879f,alexa|champ cargosystems|air cargo industry|amazon|ceo
a92dd2,qatar airways cargo|qep|network|envirotainer provider training|10 stations
9a7f88,descartes|vmail|egyptair cargo|better support|ground handlers
ebaab1,dhl supply chain|customers|colombian logistics provider suppla|chain|product portfolio
058764,cosac-vr|hactl|training environment|new staff|ramp
b96a6d,traxon cargohub community|general cargo manager|yahia|air algérie|carrier
5c2788,virgin atlantic|cargo business|business|customers|cargo management system
787f97,turkish cargo|qep accreditation|hong kong|berlin|zurich
abbf90,software system|mitchell cotts|kale|director|outcome-based supply chain transformations
298e40,gxp compliant|kuehne|nagel|transport|intermodal kn pharmachain connection
015658,start-up world|knowledge transfer|iag cargo chief|camilo garcia|industry expertise
ef5bab,cargo|lufthansa|customers|parcels|data
5ccf17,medium size forwarders|information|process|service|small
a88a19,jettainer|lightweight pallet|customers|composite material|innovative products
b21c27,company|dallas location|saxena|inventory|region
0fbc08,cargo|alexa|users|amazon|system
aa9a98,qatar airways cargo|qep|network|air cargo carriers|middle east airline
7cc41c,champ|cathay|new cargo|new technology|james fernandez
7d29b4,track-and-trace app|uld repair specialist chep aerospace|software|chep|ground
20fa4c,nagel|pharma hub switzerland|kuehne|new|healthcare industry
ff50a6,customs brokerage|ftz|ups|zone solutions services|transportation business
db49fb,shipments|new|air canada cargo|customers|electronic air waybills
0f0991,customs connections features|dhl|platform|historical information|robust
627f23,product loss insurance|skycell|risk|gap|richard ettl
281b13,softlink global|software logi-sys|enhanced efficiency|win|logistics management software specialist
8033d7,customs export app|forwarders|app|application|open community platform
0b25c5,aviation handling services|swissport|tanzania monopoly|ground-handling company|charges
8e5ad7,facility|system|electric uld movers|swissport cargo usa|customer
5ad98b,iata|air cargo supply chain|electronic airway bill|oman|systems
dcec31,quality tool nationwide|airports|tiaca cargo service quality tool|kenya|tiaca
15e5e2,logistics|monika wiederhold|lufthansa cargo|session|fireside chat
